,HBCU,INSTNM,BBRR4_FED_PELL_DFLT,BBRR4_FED_PELL_PAIDINFULL,PELL_DEBT_MDN,COSTT4_A,ADM_RATE,C150_4_PELL,RET_FT4,MD_EARN_WNE_P6
2868,0.0,Thaddeus Stevens College of Technology,0.10-0.14,0.25-0.29,5500.0,16477.0,0.9109,,,48985.0
2869,0.0,Talmudical Yeshiva of Philadelphia,PS,PS,,20980.0,0.875,0.3333,0.9412,
2870,0.0,Temple University,0.07,0.11,21500.0,33768.0,0.797,0.7034,0.8424,50860.0
2871,0.0,Theological Seminary of the Reformed Episcopal Church,PS,PS,,,,,,
2872,0.0,Thiel College,0.10-0.14,0.05-0.09,14250.0,50257.0,0.8232,0.3082,0.7083,40686.0
2873,0.0,Thomas Jefferson University,0.06,0.13,18313.0,60556.0,0.8885,0.5924,0.817,64335.0
2874,0.0,Triangle Tech Inc-Pittsburgh,PS,PS,12000.0,28402.0,,,,32045.0
2875,0.0,Triangle Tech Inc-Greensburg,0.20-0.39,<=0.20,12000.0,27457.0,,,,48369.0
2876,0.0,Triangle Tech Inc-Dubois,<=0.20,<=0.20,12000.0,28085.0,,,,45299.0
2877,0.0,Trinity Episcopal School for Ministry,PS,PS,,,,,,
2878,0.0,Ursinus College,<=0.05,0.15-0.19,26899.0,73603.0,0.8221,0.7143,0.8245,54542.0
2879,0.0,University of Valley Forge,0.10-0.19,<=0.10,22250.0,40922.0,0.8243,0.3218,0.7143,35671.0
2880,0.0,Valley Forge Military College,0.30-0.39,<=0.10,9500.0,49976.0,,,,36080.0
2881,0.0,Venus Beauty Academy,PS,PS,,,,,,18877.0
2882,0.0,Villanova University,0.02,0.22,26500.0,77650.0,0.2339,0.8957,0.9604,84905.0
2883,0.0,Washington Health System School of Nursing,PS,PS,11148.0,,,,,51836.0
2884,0.0,Washington & Jefferson College,<=0.05,0.10-0.14,26000.0,64529.0,0.8808,0.7009,0.8293,52082.0
2885,0.0,Waynesburg University,0.05-0.06,0.11-0.12,22719.0,39689.0,0.7557,0.4943,0.7245,48994.0
2886,0.0,Welder Training and Testing Institute,PS,PS,9500.0,,,,,47773.0
2887,0.0,West Chester University of Pennsylvania,0.06,0.10,19833.0,28335.0,0.8785,0.629,0.8224,51013.0
2888,0.0,Western Pennsylvania Hospital School of Nursing,PS,PS,12000.0,26133.0,0.7333,,,61692.0
2889,0.0,Westminster College,<=0.05,0.10-0.14,22874.0,51406.0,0.7528,0.5109,0.8218,43938.0
2890,0.0,Westminster Theological Seminary,PS,0.20-0.39,,,,,,
2891,0.0,Westmoreland County Community College,0.15-0.16,0.07-0.08,9500.0,11001.0,,,,35899.0
2892,0.0,Widener University,0.05,0.08,25500.0,64456.0,0.8769,0.5833,0.7547,63375.0
2893,0.0,Wilkes University,0.07-0.08,0.11-0.12,22428.0,56215.0,0.9414,0.4739,0.7116,54128.0
2894,0.0,Williamson College of the Trades,PS,PS,,34497.0,0.3889,,,
2895,0.0,Wilson College,0.10-0.19,<=0.10,25000.0,37890.0,0.9405,0.3636,0.6912,37049.0
2896,0.0,Yeshivath Beth Moshe,PS,PS,,17500.0,,1.0,0.75,
2897,0.0,York College of Pennsylvania,0.06,0.13,20000.0,34433.0,0.9561,0.5526,0.7606,50940.0
2898,0.0,YTI Career Institute-York,0.20-0.24,0.05-0.09,9500.0,,,,,35108.0
2899,0.0,Brown University,0.03-0.04,0.29-0.30,8438.0,82570.0,0.0506,0.9009,0.9865,79131.0
2900,0.0,Bryant University,<=0.05,0.15-0.19,26929.0,65678.0,0.6881,0.7236,0.8584,66488.0
2901,0.0,Johnson & Wales University-Providence,0.13,0.08,18991.0,55633.0,0.8343,0.5094,0.7518,35802.0
2902,0.0,New England Institute of Technology,0.13-0.14,0.09-0.10,12500.0,46854.0,0.7448,0.3975,,44363.0
2903,0.0,New England Tractor Trailer Training School of Rhode Island,0.20-0.24,0.05-0.09,6333.0,,,,,51037.0
2904,0.0,Providence College,0.05-0.06,0.15-0.16,27000.0,73779.0,0.5278,0.8156,0.8992,69326.0
2905,0.0,Rhode Island College,0.09,0.10,13760.0,18709.0,0.8753,0.389,0.7096,46882.0
2906,0.0,Community College of Rhode Island,0.14,0.12,5500.0,11568.0,,,,33476.0
2907,0.0,University of Rhode Island,0.07,0.13,17587.0,31804.0,0.7639,0.6069,0.8476,57446.0
2908,0.0,Rhode Island School of Design,<=0.05,0.20-0.24,26397.0,77280.0,0.1742,0.8689,0.9536,45932.0
2909,0.0,Roger Williams University,0.05-0.06,0.13-0.14,19247.0,58334.0,0.9099,0.6059,0.7718,53845.0
2910,0.0,Salve Regina University,<=0.05,0.10-0.14,27000.0,64895.0,0.6953,0.7105,0.8238,55027.0
2911,0.0,Empire Beauty School-Warwick,0.20-0.29,<=0.10,6333.0,,,,,21743.0
2912,0.0,Northpoint Bible College,PS,<=0.20,19413.0,32474.0,,0.3714,0.84,34408.0
2913,0.0,Aiken Technical College,0.10-0.19,<=0.10,7535.0,11659.0,,,,32231.0
2914,1.0,Allen University,PS,PS,12250.0,25042.0,0.4336,0.0692,0.5806,23889.0
2915,0.0,Anderson University,0.05-0.06,0.11-0.12,23000.0,45980.0,0.4539,0.5057,0.8075,42073.0
2916,0.0,Charleston Southern University,0.11-0.12,0.07-0.08,19000.0,42810.0,0.8675,0.3248,0.7036,40606.0
2917,0.0,Technical College of the Lowcountry,<=0.20,<=0.20,7500.0,14957.0,,,,34001.0
2918,1.0,Benedict College,0.30-0.39,<=0.10,17500.0,29926.0,0.6778,0.1718,0.6495,24908.0
2919,0.0,Bob Jones University,<=0.05,0.30-0.34,13000.0,32671.0,,0.6511,0.7952,40892.0
2920,0.0,Southern Wesleyan University,0.10-0.14,<=0.05,21479.0,37082.0,0.5118,0.6154,0.6667,41489.0
2921,0.0,Charleston Cosmetology Institute,PS,PS,6333.0,,,,,24879.0
2922,0.0,College of Charleston,0.08,0.11,20500.0,30468.0,0.7569,0.5528,0.7989,43821.0
2923,0.0,Charzanne Beauty College,PS,PS,,,,,,
2924,0.0,Northeastern Technical College,PS,PS,,15524.0,,,,28856.0
2925,0.0,Citadel Military College of South Carolina,0.07-0.08,0.13-0.14,19125.0,30690.0,0.9858,0.6391,0.8425,60168.0
2926,1.0,Claflin University,0.10-0.19,<=0.10,23511.0,33658.0,0.78,0.4761,0.7869,29227.0
2927,0.0,Clemson University,0.05,0.16,21300.0,34001.0,0.4298,0.7865,0.9239,58311.0
2928,1.0,Clinton College,PS,PS,,20445.0,,0.1333,0.3,24047.0
2929,0.0,Coker University,0.10-0.19,<=0.10,16000.0,44864.0,0.9408,0.3813,0.6303,36650.0
2930,0.0,Columbia International University,<=0.10,0.10-0.19,10500.0,38781.0,0.4822,0.6905,0.6606,33929.0
2931,0.0,Columbia College,0.05-0.09,<=0.05,14270.0,34974.0,0.9812,0.4928,0.555,45863.0
2932,0.0,Converse University,0.05-0.09,0.05-0.09,23250.0,34643.0,0.5557,0.5566,0.739,33110.0
2933,1.0,Denmark Technical College,PS,PS,,21506.0,,,,18631.0
2934,0.0,Erskine College,0.10-0.19,<=0.10,11000.0,53405.0,0.5325,0.4021,0.6348,39618.0
2935,0.0,Florence-Darlington Technical College,0.20-0.29,<=0.10,7703.0,10819.0,,,,27042.0
2936,0.0,Francis Marion University,0.10-0.14,<=0.05,17500.0,22683.0,0.8291,0.3466,0.6456,36304.0
2937,0.0,Furman University,<=0.05,0.20-0.24,19735.0,69678.0,0.6702,0.8208,0.8775,50796.0
2938,0.0,Greenville Technical College,0.19-0.20,0.05-0.06,9500.0,13977.0,,0.1327,,35240.0
2939,0.0,Horry-Georgetown Technical College,0.19-0.20,0.03-0.04,9500.0,12328.0,,,,31547.0
2940,0.0,Kenneth Shuler School of Cosmetology-North Augusta,PS,PS,5859.0,,,,,17656.0
2941,0.0,Kenneth Shuler School of Cosmetology and Nails-Columbia,PS,PS,5775.0,,,,,18684.0
2942,0.0,Lander University,0.10-0.14,<=0.05,14000.0,25593.0,0.674,0.3949,0.6637,36851.0
2943,0.0,Limestone University,0.15-0.19,<=0.05,20556.0,42472.0,0.8947,0.215,0.6511,38713.0
2944,0.0,Medical University of South Carolina,<=0.02,0.17-0.18,12500.0,,,,,77677.0
2945,0.0,Midlands Technical College,0.17-0.18,0.05-0.06,7250.0,12281.0,,,,33067.0
2946,1.0,Morris College,PS,PS,14750.0,29101.0,,0.2304,0.4,24250.0
2947,0.0,Newberry College,0.20-0.24,0.05-0.09,16000.0,43485.0,0.7531,0.4552,0.689,38983.0
2948,0.0,North Greenville University,0.10-0.14,0.10-0.14,16500.0,38625.0,0.7606,0.4949,0.711,38173.0
2949,0.0,Orangeburg Calhoun Technical College,0.10-0.19,<=0.10,7045.0,14464.0,,,,31617.0
2950,0.0,Piedmont Technical College,0.20-0.24,<=0.05,9500.0,20772.0,,,,31430.0
2951,0.0,Presbyterian College,0.05-0.09,0.10-0.14,17237.0,55950.0,0.5939,0.5102,0.6837,44387.0
2952,0.0,University of South Carolina Aiken,0.10-0.14,<=0.05,15000.0,20783.0,0.7562,0.4124,0.6031,39689.0
2953,0.0,University of South Carolina Beaufort,0.10-0.14,0.05-0.09,15840.0,23345.0,0.8003,0.3393,0.6054,39214.0
2954,0.0,University of South Carolina-Columbia,0.06,0.11,19500.0,28844.0,0.6405,0.6747,0.8962,50621.0
2955,0.0,University of South Carolina-Lancaster,0.10-0.19,<=0.10,5875.0,18214.0,0.762,,,35206.0
2956,0.0,University of South Carolina-Salkehatchie,0.20-0.39,<=0.20,6500.0,20434.0,0.7091,,,28655.0
2957,0.0,University of South Carolina-Sumter,0.10-0.19,<=0.10,5500.0,18063.0,0.7186,,,36439.0
2958,0.0,University of South Carolina-Union,PS,PS,5500.0,19496.0,0.8008,,,34202.0
2959,0.0,Coastal Carolina University,0.12,0.07,18525.0,25333.0,0.7863,0.4082,0.7057,38070.0
2960,1.0,South Carolina State University,0.25-0.29,<=0.05,22250.0,29886.0,0.839,0.3354,0.6806,30064.0
2961,0.0,University of South Carolina-Upstate,0.09-0.10,0.07-0.08,16750.0,24523.0,0.7858,0.4203,0.6396,43339.0
2962,0.0,Sherman College of Chiropractic,<=0.20,<=0.20,,,,,,
2963,0.0,Spartanburg Methodist College,0.20-0.29,<=0.10,8000.0,30830.0,0.8213,0.3197,,33427.0
2964,0.0,Spartanburg Community College,0.10-0.19,0.10-0.19,5250.0,14973.0,,,,33460.0
2965,0.0,Central Carolina Technical College,0.20-0.29,<=0.10,7200.0,12354.0,,,,28887.0
2966,0.0,Tri-County Technical College,0.10-0.14,0.05-0.09,5500.0,16442.0,,,,37275.0
2967,0.0,Trident Technical College,0.17-0.18,0.03-0.04,7500.0,11891.0,,,,33306.0
2968,1.0,Voorhees University,PS,PS,,26282.0,,0.3603,0.6538,24199.0
2969,0.0,Williamsburg Technical College,PS,PS,,15140.0,,,,29427.0
2970,0.0,Winthrop University,0.09-0.10,0.05-0.06,20500.0,29729.0,0.6976,0.5504,0.6695,39048.0
2971,0.0,Wofford College,<=0.10,0.10-0.19,19500.0,67045.0,0.6018,0.7143,0.8862,52076.0
2972,0.0,York Technical College,0.20-0.24,0.05-0.09,5250.0,14972.0,,,,32929.0
2973,0.0,Augustana University,<=0.05,0.15-0.19,22500.0,51613.0,0.6579,0.6705,0.8197,49826.0
2974,0.0,The Salon Professional Academy,PS,PS,,,,,,25321.0
2975,0.0,Black Hills State University,0.09-0.10,0.09-0.10,18628.0,20843.0,0.9664,0.3571,0.7112,38927.0
2976,0.0,Dakota State University,0.05-0.09,0.05-0.09,17250.0,22651.0,0.7891,0.4,0.7449,46146.0
2977,0.0,Dakota Wesleyan University,<=0.10,0.10-0.19,20215.0,40906.0,0.7477,0.4762,0.6886,49432.0
2978,0.0,Paul Mitchell the School-Rapid City,PS,PS,6467.0,,,,,22585.0
2979,0.0,Lake Area Technical College,0.09-0.10,0.15-0.16,10000.0,17506.0,,,,43659.0
2980,0.0,Avera McKennan Hospital School of Radiologic Technology,PS,PS,,,,,,
2981,0.0,Mitchell Technical College,0.05-0.09,0.15-0.19,9165.0,16338.0,,,,47849.0
2982,0.0,Mount Marty University,<=0.10,0.10-0.19,15185.0,44064.0,0.6839,0.5581,0.7069,46984.0
2983,0.0,National American University-Rapid City,0.25-0.26,0.03-0.04,20407.0,28827.0,,0.4444,0.3333,29641.0
2984,0.0,Kairos University,PS,PS,,,1.0,,0.6667,
2985,0.0,Northern State University,0.10-0.14,0.10-0.14,16516.0,22455.0,0.7814,0.4732,0.7361,41536.0
2986,0.0,Oglala Lakota College,PS,PS,,11113.0,,0.0588,0.6667,20536.0
2987,0.0,Presentation College,0.10-0.19,<=0.10,15500.0,37503.0,0.7558,0.4054,0.5072,52923.0
2988,0.0,Avera Sacred Heart Hospital,PS,PS,,,,,,
2989,0.0,South Dakota School of Mines and Technology,<=0.05,0.20-0.24,22375.0,25988.0,0.8269,0.4947,0.8282,62863.0
2990,0.0,South Dakota State University,0.05,0.16,18250.0,22447.0,0.8608,0.508,0.7884,49564.0
2991,0.0,Sinte Gleska University,PS,PS,,21154.0,,0.1667,1.0,15889.0
2992,0.0,University of Sioux Falls,0.05-0.09,0.15-0.19,16341.0,31730.0,0.7595,0.4941,0.736,46712.0
2993,0.0,Sanford Medical Center,PS,PS,,,,,,
2994,0.0,Sisseton Wahpeton College,PS,PS,,10077.0,,0.0833,,23940.0
2995,0.0,Southeast Technical College,0.11-0.12,0.11-0.12,9661.0,20956.0,,,,43427.0
2996,0.0,Stewart School,<=0.20,<=0.20,5355.0,,,,,28339.0
2997,0.0,University of South Dakota,0.05,0.12,19000.0,23178.0,0.9946,0.4646,0.8176,46290.0
2998,0.0,Western Dakota Technical College,0.10-0.19,<=0.10,10250.0,18855.0,,,,36971.0
2999,1.0,American Baptist College,PS,PS,,27208.0,,0.2174,0.8333,32665.0
3000,0.0,Arnolds Beauty School,PS,PS,,,,,,19426.0
3001,0.0,Tennessee College of Applied Technology-Athens,PS,PS,,,,,,39516.0
3002,0.0,Austin Peay State University,0.13,0.07,14250.0,25804.0,0.9382,0.365,0.6552,38779.0
3003,0.0,Baptist Health Sciences University,<=0.10,<=0.10,17840.0,21043.0,0.4093,0.4815,0.6349,59224.0
3004,0.0,Belmont University,0.04,0.15,19500.0,58305.0,0.9627,0.6598,0.8402,42770.0
3005,0.0,Bethel University,0.15-0.16,0.03-0.04,17250.0,26998.0,0.8879,0.3439,0.5573,38990.0
3006,0.0,Bryan College-Dayton,<=0.05,0.15-0.19,12684.0,28662.0,,0.3636,0.6842,45559.0
3007,0.0,Carson-Newman University,0.10-0.14,0.10-0.14,14250.0,43885.0,0.7978,0.5079,0.6751,39324.0
3008,0.0,Chattanooga State Community College,0.21-0.22,0.07-0.08,8123.0,13167.0,,,,33711.0
3009,0.0,Christian Brothers University,0.10-0.14,0.05-0.09,20000.0,45249.0,0.8746,0.6696,0.7122,48592.0
3010,0.0,Pentecostal Theological Seminary,<=0.20,<=0.20,,,,,,
3011,0.0,Austin's Beauty College Inc,PS,PS,,,,,,
3012,0.0,Cleveland State Community College,0.15-0.19,0.05-0.09,5547.0,15600.0,,,,33359.0
3013,0.0,Columbia State Community College,0.15-0.19,0.05-0.09,6594.0,13129.0,,,,35400.0
3014,0.0,Concorde Career College-Memphis,0.20-0.29,<=0.10,9500.0,,0.952,,,30765.0
3015,0.0,Tennessee College of Applied Technology-Covington,PS,PS,,,,,,40392.0
3016,0.0,Cumberland University,0.10-0.14,0.05-0.09,11250.0,40945.0,0.6621,0.419,0.5895,52246.0
3017,0.0,Lipscomb University,0.06,0.13,19500.0,51502.0,0.7112,0.6313,0.8407,50454.0
3018,0.0,Tennessee College of Applied Technology-Dickson,PS,PS,,,,,,37146.0
3019,0.0,Hussian College-Daymar College Nashville,0.30-0.39,<=0.10,9500.0,34112.0,,0.7143,,26862.0
3020,0.0,Dyersburg State Community College,0.10-0.19,0.10-0.19,4500.0,12606.0,,,,32595.0
3021,0.0,East Tennessee State University,0.12,0.08,15500.0,24278.0,0.8526,0.4505,0.7189,38704.0
3022,0.0,Chattanooga College Medical Dental and & Technical Careers,PS,PS,5481.0,31357.0,,,,28876.0
3023,0.0,Tennessee College of Applied Technology-Elizabethton,PS,PS,,,,,,34592.0
3024,0.0,The Hair Academy LLC,PS,PS,,,,,,15359.0
3025,1.0,Fisk University,<=0.20,<=0.20,14055.0,39142.0,0.7097,0.48,0.7924,33604.0
3026,0.0,Welch College,PS,PS,12000.0,32937.0,,0.6364,0.7021,34190.0
3027,0.0,Freed-Hardeman University,0.05-0.09,0.05-0.09,15515.0,35735.0,0.9119,0.5612,0.9241,40086.0
3028,0.0,Tennessee College of Applied Technology-Harriman,PS,PS,,,,,,33786.0
3029,0.0,Tennessee College of Applied Technology-Hartsville,PS,PS,,,,,,35990.0
3030,0.0,Tennessee College of Applied Technology-Hohenwald,PS,PS,,,,,,34628.0
3031,0.0,Tennessee College of Applied Technology-Jacksboro,PS,PS,,,,,,33918.0
3032,0.0,Jackson State Community College,PS,PS,,15106.0,,,,32274.0
3033,0.0,John A Gupton College,PS,PS,4500.0,20869.0,0.6087,,,42582.0
3034,0.0,Johnson University,<=0.10,0.10-0.19,13750.0,30442.0,0.6321,0.6316,0.766,35649.0
3035,0.0,Paul Mitchell the School-Murfreesboro,PS,PS,7917.0,,,,,22963.0
3036,0.0,King University,0.07-0.08,0.07-0.08,18500.0,44974.0,0.608,0.3571,0.6813,52248.0
3037,0.0,South College,0.15-0.19,<=0.05,9500.0,28615.0,,0.3857,0.5882,37570.0
3038,1.0,Lane College,0.20-0.39,PS,17657.0,23553.0,,0.1742,0.6081,24623.0
3039,1.0,Le Moyne-Owen College,PS,PS,17625.0,18458.0,0.9956,0.185,0.6308,25992.0
3040,0.0,Lee University,0.11-0.12,0.09-0.10,20750.0,32673.0,0.7259,0.5252,0.7942,38082.0
3041,0.0,Lincoln Memorial University,0.05-0.06,0.09-0.10,16175.0,37976.0,0.7848,0.4825,0.7743,45242.0
3042,0.0,Tennessee College of Applied Technology-Livingston,PS,PS,,,,,,31579.0
3043,0.0,The University of Tennessee Southern,0.10-0.19,<=0.10,11000.0,26042.0,0.8026,0.2182,0.6636,36151.0
3044,0.0,Maryville College,0.10-0.14,0.05-0.09,17218.0,52089.0,0.695,0.4172,0.6642,39305.0
3045,0.0,Tennessee College of Applied Technology-McKenzie,PS,PS,,,,,,33112.0
3046,0.0,Genesis Career College-Cookeville,PS,PS,5500.0,,,,,19435.0
3047,1.0,Meharry Medical College,<=0.10,<=0.10,,,,,,
3048,0.0,Tennessee College of Applied Technology-Memphis,PS,PS,,,,,,29067.0
3049,0.0,University of Memphis,0.12,0.06,17500.0,23875.0,0.946,0.389,0.7471,40921.0
3050,0.0,Memphis Theological Seminary,<=0.20,<=0.20,,,,,,
3051,0.0,Middle Tennessee State University,0.12,0.08,15500.0,21922.0,0.7254,0.4753,0.7606,39941.0
3052,0.0,Middle Tennessee School of Anesthesia Inc,PS,PS,,,,,,
3053,0.0,Tennessee College of Applied Technology-Morristown,PS,PS,,,,,,35172.0
3054,0.0,Motlow State Community College,<=0.10,0.10-0.19,2920.0,17002.0,,,,35751.0
3055,0.0,Tennessee College of Applied Technology-Murfreesboro,PS,PS,,,,,,38220.0
3056,0.0,Lincoln College of Technology-Nashville,0.29,0.07,9833.0,,,,,42500.0
3057,0.0,Nashville State Community College,0.19-0.20,0.05-0.06,6800.0,12777.0,,,,33038.0
3058,0.0,Tennessee College of Applied Technology Northwest,PS,PS,,,,,,35765.0
3059,0.0,Tennessee College of Applied Technology-Henry/Carroll,PS,PS,,,,,,28487.0
3060,0.0,Tennessee College of Applied Technology-Pulaski,PS,PS,,,,,,36193.0
3061,0.0,Rhodes College,<=0.05,0.15-0.19,19336.0,66266.0,0.5391,0.7333,0.9088,48898.0
3062,0.0,Tennessee College of Applied Technology-Ripley,PS,PS,,,,,,31359.0
3063,0.0,Roane State Community College,0.15-0.19,0.05-0.09,6764.0,11160.0,,,,33926.0
3064,0.0,Tennessee College of Applied Technology-Crump,PS,PS,,,,,,34740.0
3065,0.0,Southwest Tennessee Community College,PS,PS,,12355.0,,,,30317.0
3066,0.0,Tennessee College of Applied Technology-Shelbyville,PS,PS,,,,,,38916.0
3067,0.0,The University of the South,<=0.05,0.15-0.19,16000.0,66480.0,0.5232,0.8391,0.8882,53456.0
3068,0.0,Tennessee College of Applied Technology-Oneida-Huntsville,PS,PS,,,,,,31843.0
3069,0.0,Tennessee College of Applied Technology-Crossville,PS,PS,,,,,,32844.0
3070,0.0,Tennessee College of Applied Technology-McMinnville,PS,PS,,,,,,38759.0
3071,0.0,Tennessee College of Applied Technology-Jackson,PS,PS,,,,,,32919.0
3072,0.0,Tennessee College of Applied Technology-Knoxville,PS,PS,,,,,,31891.0
3073,0.0,Pellissippi State Community College,0.13-0.14,0.07-0.08,6500.0,12297.0,,,,32944.0
3074,0.0,Southern Adventist University,<=0.05,0.10-0.14,19500.0,37289.0,0.6578,0.382,0.8487,44818.0
3075,0.0,Southern College of Optometry,<=0.20,0.20-0.39,,,,,,
3076,0.0,Tennessee Wesleyan University,0.10-0.19,<=0.10,14773.0,35673.0,0.6074,0.4595,0.7527,45987.0
3077,0.0,The University of Tennessee-Chattanooga,0.08,0.11,13482.0,23504.0,0.8265,0.4318,0.7253,42209.0
3078,0.0,The University of Tennessee-Knoxville,0.06,0.14,18000.0,32658.0,0.6841,0.6034,0.8859,47782.0
3079,0.0,The University of Tennessee-Martin,0.11-0.12,0.07-0.08,14000.0,21744.0,0.8844,0.4447,0.7111,38863.0
3080,0.0,Tennessee School of Beauty of Knoxville Inc,PS,PS,5500.0,,,,,23086.0
3081,1.0,Tennessee State University,0.19-0.20,0.03-0.04,18750.0,23482.0,,0.3202,0.6163,34160.0
3082,0.0,Tennessee Technological University,0.07,0.15,12250.0,23699.0,0.781,0.5178,0.7846,43759.0
3083,0.0,Trevecca Nazarene University,0.07-0.08,0.09-0.10,14629.0,36993.0,0.7087,0.6084,0.7412,46065.0
3084,0.0,Northeast State Community College,PS,PS,3500.0,13479.0,,,,29726.0
3085,0.0,Tusculum University,0.10-0.14,0.05-0.09,16250.0,42041.0,0.8108,0.2789,0.5528,39925.0
3086,0.0,Union University,0.05-0.06,0.11-0.12,19193.0,56891.0,0.5255,0.6222,0.8444,45505.0
3087,0.0,Vanderbilt University,<=0.02,0.23-0.24,9500.0,79538.0,0.0667,0.87,0.9643,73909.0
3088,0.0,Volunteer State Community College,0.15-0.16,0.09-0.10,5000.0,14294.0,,,,36045.0
3089,0.0,Walters State Community College,PS,PS,,11746.0,,,,31089.0
3090,0.0,William R Moore College of Technology,PS,PS,,22427.0,,,,38931.0
3091,0.0,Abilene Christian University,0.07-0.08,0.11-0.12,15977.0,55221.0,0.6579,0.4582,0.7851,46727.0
3092,0.0,Alvin Community College,0.10-0.19,<=0.10,3500.0,11551.0,,,,38693.0
3093,0.0,Amarillo College,0.10-0.14,0.05-0.09,10200.0,10912.0,,,,34698.0
3094,0.0,Amberton University,PS,PS,,,,,,
3095,0.0,Angelina College,PS,PS,,13973.0,,,,29861.0
3096,0.0,Angelo State University,0.12,0.09,13307.0,21174.0,0.7914,0.349,0.7324,41050.0
3097,0.0,Arlington Baptist University,0.20-0.39,<=0.20,9500.0,26940.0,,0.25,0.3256,32206.0
3098,0.0,Arlington Career Institute,PS,PS,8015.0,,,,,32235.0
